ID;Perioden;BenzineEuro95_1;Diesel_2;Lpg_3
776;20080216;1.487;1.182;0.599
777;20080217;1.487;1.182;0.601
778;20080218;1.487;1.182;0.599
779;20080219;1.492;1.186;0.602
780;20080220;1.5;1.197;0.6
781;20080221;1.504;1.202;0.6
782;20080222;1.506;1.202;0.6
783;20080223;1.505;1.204;0.602
784;20080224;1.504;1.203;0.599
785;20080225;1.504;1.204;0.599
786;20080226;1.504;1.205;0.599
787;20080227;1.502;1.205;0.601
788;20080228;1.503;1.205;0.604
789;20080229;1.498;1.202;0.605
790;20080301;1.492;1.204;0.604
791;20080302;1.492;1.204;0.603
792;20080303;1.491;1.204;0.601
793;20080304;1.489;1.207;0.605
794;20080305;1.49;1.219;0.603
795;20080306;1.486;1.227;0.605
796;20080307;1.486;1.241;0.606
797;20080308;1.484;1.243;0.603
798;20080309;1.483;1.242;0.603
799;20080310;1.484;1.243;0.605
800;20080311;1.485;1.244;0.605
801;20080312;1.486;1.252;0.6
802;20080313;1.486;1.254;0.601
803;20080314;1.485;1.255;0.602
804;20080315;1.483;1.258;0.602
805;20080316;1.482;1.257;0.596
806;20080317;1.481;1.258;0.6
807;20080318;1.481;1.258;0.599
808;20080319;1.465;1.25;0.598
809;20080320;1.459;1.243;0.599
810;20080321;1.454;1.23;0.602
811;20080322;1.456;1.225;0.598
812;20080323;1.455;1.224;0.598
813;20080324;1.456;1.224;0.599
814;20080325;1.456;1.224;0.6
815;20080326;1.462;1.213;0.597
816;20080327;1.472;1.203;0.592
817;20080328;1.481;1.209;0.592
818;20080329;1.491;1.225;0.591
819;20080330;1.491;1.226;0.588
820;20080331;1.491;1.227;0.589
821;20080401;1.493;1.228;0.588
822;20080402;1.491;1.218;0.588
823;20080403;1.49;1.214;0.59
824;20080404;1.494;1.216;0.588
825;20080405;1.502;1.22;0.586
826;20080406;1.501;1.219;0.589
827;20080407;1.503;1.22;0.591
828;20080408;1.507;1.23;0.589
829;20080409;1.507;1.241;0.588
830;20080410;1.507;1.241;0.587
831;20080411;1.51;1.256;0.584
832;20080412;1.51;1.256;0.583
833;20080413;1.51;1.256;0.583
834;20080414;1.51;1.258;0.588
835;20080415;1.511;1.258;0.588
836;20080416;1.512;1.264;0.589
837;20080417;1.511;1.27;0.59
838;20080418;1.52;1.274;0.59
839;20080419;1.526;1.277;0.586
840;20080420;1.526;1.277;0.588
841;20080421;1.526;1.277;0.591
842;20080422;1.53;1.278;0.588
843;20080423;1.528;1.278;0.588
844;20080424;1.53;1.277;0.587
845;20080425;1.537;1.284;0.587
846;20080426;1.54;1.299;0.59
847;20080427;1.541;1.301;0.589
848;20080428;1.541;1.302;0.59
849;20080429;1.547;1.309;0.594
850;20080430;1.544;1.314;0.594
851;20080501;1.543;1.314;0.589
852;20080502;1.544;1.314;0.591
853;20080503;1.532;1.302;0.593
854;20080504;1.531;1.302;0.593
855;20080505;1.531;1.302;0.592
856;20080506;1.53;1.298;0.596
857;20080507;1.546;1.302;0.603
858;20080508;1.553;1.312;0.603
859;20080509;1.56;1.327;0.603
860;20080510;1.57;1.352;0.606
861;20080511;1.57;1.352;0.607
862;20080512;1.571;1.352;0.607
863;20080513;1.571;1.354;0.606
864;20080514;1.571;1.36;0.61
865;20080515;1.575;1.383;0.617
866;20080516;1.578;1.395;0.619
867;20080517;1.579;1.396;0.619
868;20080518;1.578;1.396;0.621
869;20080519;1.579;1.397;0.619
870;20080520;1.578;1.398;0.619
871;20080521;1.578;1.395;0.621
872;20080522;1.58;1.398;0.625
873;20080523;1.603;1.423;0.626
874;20080524;1.608;1.431;0.622
875;20080525;1.608;1.431;0.621
876;20080526;1.609;1.432;0.623
877;20080527;1.608;1.437;0.626
878;20080528;1.609;1.437;0.621
879;20080529;1.605;1.428;0.62
880;20080530;1.609;1.422;0.624
881;20080531;1.611;1.405;0.623
882;20080601;1.611;1.402;0.624
883;20080602;1.611;1.403;0.623
884;20080603;1.609;1.386;0.625
885;20080604;1.61;1.381;0.623
886;20080605;1.611;1.381;0.624
887;20080606;1.602;1.372;0.621
888;20080607;1.615;1.389;0.623
889;20080608;1.614;1.389;0.618
890;20080609;1.616;1.389;0.623
891;20080610;1.633;1.409;0.623
892;20080611;1.637;1.42;0.623
893;20080612;1.635;1.419;0.621
894;20080613;1.634;1.415;0.622
895;20080614;1.641;1.416;0.628
896;20080615;1.642;1.418;0.633
897;20080616;1.644;1.42;0.629
898;20080617;1.643;1.416;0.631
899;20080618;1.634;1.407;0.634
900;20080619;1.632;1.403;0.639
901;20080620;1.633;1.4;0.639
902;20080621;1.631;1.394;0.638
903;20080622;1.631;1.393;0.639
904;20080623;1.631;1.393;0.643
905;20080624;1.636;1.394;0.64
906;20080625;1.636;1.395;0.643
907;20080626;1.635;1.393;0.641
908;20080627;1.627;1.388;0.641
909;20080628;1.631;1.395;0.647
910;20080629;1.631;1.394;0.648
911;20080630;1.63;1.396;0.647
912;20080701;1.633;1.428;0.663
913;20080702;1.638;1.435;0.669
914;20080703;1.638;1.436;0.666
915;20080704;1.64;1.452;0.664
916;20080705;1.644;1.459;0.667
917;20080706;1.643;1.459;0.664
918;20080707;1.643;1.461;0.667
919;20080708;1.643;1.46;0.672
920;20080709;1.635;1.444;0.675
921;20080710;1.631;1.439;0.675
922;20080711;1.625;1.433;0.677
923;20080712;1.641;1.452;0.679
924;20080713;1.64;1.452;0.676
925;20080714;1.642;1.454;0.678
926;20080715;1.641;1.454;0.677
927;20080716;1.642;1.457;0.676
928;20080717;1.631;1.448;0.68
929;20080718;1.619;1.436;0.68
930;20080719;1.608;1.419;0.68
931;20080720;1.607;1.418;0.679
932;20080721;1.605;1.417;0.675
933;20080722;1.598;1.41;0.678
934;20080723;1.593;1.404;0.674
935;20080724;1.579;1.393;0.671
936;20080725;1.57;1.381;0.673
937;20080726;1.564;1.374;0.668
938;20080727;1.564;1.374;0.669
939;20080728;1.564;1.374;0.669
940;20080729;1.563;1.371;0.666
941;20080730;1.563;1.37;0.66
942;20080731;1.555;1.363;0.662
943;20080801;1.556;1.363;0.659
944;20080802;1.551;1.354;0.654
945;20080803;1.551;1.353;0.655
946;20080804;1.55;1.353;0.657
947;20080805;1.559;1.35;0.657
948;20080806;1.554;1.332;0.649
949;20080807;1.551;1.323;0.649
950;20080808;1.551;1.318;0.648
951;20080809;1.551;1.314;0.648
952;20080810;1.55;1.314;0.645
953;20080811;1.55;1.313;0.646
954;20080812;1.549;1.312;0.643
955;20080813;1.547;1.307;0.636
956;20080814;1.546;1.304;0.638
957;20080815;1.552;1.304;0.635
958;20080816;1.552;1.304;0.631
959;20080817;1.551;1.304;0.636
960;20080818;1.552;1.304;0.631
961;20080819;1.55;1.304;0.635
962;20080820;1.547;1.302;0.626
963;20080821;1.549;1.308;0.628
964;20080822;1.552;1.312;0.627
965;20080823;1.572;1.326;0.626
966;20080824;1.571;1.327;0.627
967;20080825;1.572;1.328;0.625
968;20080826;1.57;1.323;0.623
969;20080827;1.571;1.321;0.626
970;20080828;1.571;1.322;0.627
971;20080829;1.583;1.333;0.627
972;20080830;1.58;1.331;0.631
973;20080831;1.58;1.33;0.631
974;20080901;1.581;1.33;0.631
975;20080902;1.581;1.324;0.635
976;20080903;1.563;1.308;0.642
977;20080904;1.554;1.304;0.644
978;20080905;1.553;1.303;0.644
979;20080906;1.553;1.299;0.646
980;20080907;1.552;1.299;0.645
981;20080908;1.553;1.299;0.648
982;20080909;1.561;1.3;0.648
983;20080910;1.561;1.299;0.659
984;20080911;1.562;1.296;0.656
985;20080912;1.571;1.295;0.654
986;20080913;1.582;1.302;0.654
987;20080914;1.581;1.302;0.657
988;20080915;1.582;1.302;0.655
989;20080916;1.563;1.287;0.654
990;20080917;1.541;1.272;0.662
991;20080918;1.524;1.269;0.665
992;20080919;1.511;1.267;0.663
993;20080920;1.51;1.269;0.659
994;20080921;1.51;1.268;0.664
995;20080922;1.51;1.27;0.665
996;20080923;1.521;1.278;0.66
997;20080924;1.53;1.286;0.651
998;20080925;1.531;1.289;0.649
999;20080926;1.53;1.288;0.647
1000;20080927;1.522;1.288;0.643
1001;20080928;1.521;1.288;0.645
1002;20080929;1.521;1.289;0.642
1003;20080930;1.519;1.286;0.644
1004;20081001;1.505;1.283;0.636
1005;20081002;1.509;1.287;0.63
1006;20081003;1.507;1.287;0.632
1007;20081004;1.496;1.281;0.626
1008;20081005;1.494;1.28;0.627
1009;20081006;1.494;1.28;0.629
1010;20081007;1.481;1.261;0.627
1011;20081008;1.474;1.245;0.627
1012;20081009;1.457;1.229;0.625
1013;20081010;1.453;1.222;0.627
1014;20081011;1.434;1.199;0.626
1015;20081012;1.434;1.199;0.624
1016;20081013;1.432;1.197;0.626
1017;20081014;1.415;1.189;0.624
1018;20081015;1.413;1.193;0.621
1019;20081016;1.397;1.178;0.612
1020;20081017;1.373;1.163;0.608
1021;20081018;1.358;1.152;0.611
1022;20081019;1.356;1.152;0.613
1023;20081020;1.355;1.151;0.605
1024;20081021;1.356;1.155;0.608
1025;20081022;1.359;1.163;0.584
1026;20081023;1.358;1.164;0.585
1027;20081024;1.356;1.16;0.578
1028;20081025;1.337;1.145;0.573
1029;20081026;1.337;1.144;0.576
1030;20081027;1.337;1.143;0.572
1031;20081028;1.331;1.14;0.564
1032;20081029;1.33;1.141;0.551
1033;20081030;1.329;1.144;0.547
1034;20081031;1.328;1.144;0.54
1035;20081101;1.316;1.138;0.538
1036;20081102;1.315;1.138;0.538
1037;20081103;1.315;1.138;0.538
1038;20081104;1.31;1.147;0.539
1039;20081105;1.298;1.146;0.533
1040;20081106;1.301;1.151;0.533
1041;20081107;1.297;1.143;0.528
1042;20081108;1.291;1.141;0.53
1043;20081109;1.29;1.14;0.528
1044;20081110;1.29;1.14;0.529
1045;20081111;1.293;1.143;0.532
1046;20081112;1.291;1.136;0.514
1047;20081113;1.286;1.125;0.515
1048;20081114;1.28;1.107;0.512
1049;20081115;1.28;1.102;0.516
1050;20081116;1.279;1.102;0.509
1051;20081117;1.279;1.102;0.514
1052;20081118;1.273;1.096;0.506
1053;20081119;1.256;1.083;0.503
1054;20081120;1.249;1.078;0.492
1055;20081121;1.235;1.069;0.486
1056;20081122;1.223;1.058;0.487
1057;20081123;1.222;1.058;0.487
1058;20081124;1.221;1.057;0.49
1059;20081125;1.22;1.057;0.483
1060;20081126;1.222;1.057;0.481
1061;20081127;1.225;1.057;0.476
1062;20081128;1.234;1.056;0.475
1063;20081129;1.24;1.058;0.473
1064;20081130;1.239;1.057;0.473
1065;20081201;1.241;1.058;0.474
1066;20081202;1.245;1.057;0.472
1067;20081203;1.236;1.044;0.465
1068;20081204;1.226;1.031;0.465
1069;20081205;1.215;1.026;0.459
1070;20081206;1.206;1.011;0.459
1071;20081207;1.204;1.011;0.462
1072;20081208;1.205;1.01;0.463
1073;20081209;1.201;1;0.462
1074;20081210;1.2;0.994;0.456
1075;20081211;1.196;0.99;0.457
1076;20081212;1.194;0.985;0.46
1077;20081213;1.199;0.98;0.457
1078;20081214;1.199;0.979;0.459
1079;20081215;1.199;0.979;0.459
1080;20081216;1.203;0.989;0.454
1081;20081217;1.202;0.982;0.451
1082;20081218;1.2;0.977;0.452
1083;20081219;1.185;0.959;0.446
1084;20081220;1.182;0.954;0.454
1085;20081221;1.181;0.953;0.449
1086;20081222;1.182;0.953;0.451
1087;20081223;1.181;0.95;0.447
1088;20081224;1.166;0.942;0.437
1089;20081225;1.153;0.934;0.45
1090;20081226;1.153;0.933;0.441
1091;20081227;1.153;0.934;0.436
1092;20081228;1.152;0.932;0.438
1093;20081229;1.152;0.932;0.439
1094;20081230;1.151;0.931;0.44
1095;20081231;1.152;0.93;0.44
1096;20090101;1.161;0.935;0.44
1097;20090102;1.163;0.936;0.435
1098;20090103;1.178;0.95;0.439
1099;20090104;1.177;0.951;0.439
1100;20090105;1.179;0.951;0.438
1101;20090106;1.203;0.977;0.436
1102;20090107;1.234;1.011;0.435
1103;20090108;1.24;1.017;0.438
1104;20090109;1.238;1.012;0.447
1105;20090110;1.227;0.994;0.452
1106;20090111;1.227;0.994;0.453
1107;20090112;1.227;0.993;0.461
1108;20090113;1.226;0.981;0.469
1109;20090114;1.232;0.983;0.483
1110;20090115;1.243;0.99;0.488
1111;20090116;1.244;0.993;0.494
1112;20090117;1.251;0.991;0.487
1113;20090118;1.251;0.99;0.492
1114;20090119;1.251;0.99;0.493
1115;20090120;1.25;0.978;0.496
1116;20090121;1.25;0.973;0.494
1117;20090122;1.25;0.97;0.497
1118;20090123;1.251;0.969;0.502
1119;20090124;1.248;0.968;0.502
1120;20090125;1.247;0.966;0.501
1121;20090126;1.248;0.968;0.499
1122;20090127;1.25;0.974;0.504
1123;20090128;1.252;0.975;0.51
1124;20090129;1.251;0.973;0.508
1125;20090130;1.25;0.972;0.504
1126;20090131;1.265;0.986;0.514
1127;20090201;1.264;0.985;0.51
1128;20090202;1.266;0.987;0.514
1129;20090203;1.271;0.988;0.516
1130;20090204;1.268;0.986;0.522
1131;20090205;1.267;0.983;0.523
1132;20090206;1.272;0.981;0.531
1133;20090207;1.28;0.983;0.534
1134;20090208;1.279;0.983;0.529
1135;20090209;1.279;0.983;0.535
1136;20090210;1.284;0.984;0.538
1137;20090211;1.29;0.985;0.541
1138;20090212;1.293;0.981;0.541
1139;20090213;1.297;0.979;0.542
1140;20090214;1.294;0.976;0.541
1141;20090215;1.294;0.975;0.545
1142;20090216;1.293;0.976;0.538
1143;20090217;1.289;0.975;0.543
1144;20090218;1.289;0.973;0.54
1145;20090219;1.28;0.966;0.537
1146;20090220;1.271;0.959;0.534
1147;20090221;1.265;0.957;0.536
1148;20090222;1.264;0.956;0.534
1149;20090223;1.263;0.957;0.531
1150;20090224;1.264;0.957;0.535
1151;20090225;1.259;0.957;0.53
1152;20090226;1.258;0.957;0.528
1153;20090227;1.261;0.958;0.528
1154;20090228;1.274;0.963;0.527
1155;20090301;1.274;0.963;0.528
1156;20090302;1.274;0.963;0.529
1157;20090303;1.279;0.962;0.53
1158;20090304;1.277;0.957;0.52
1159;20090305;1.282;0.959;0.518
1160;20090306;1.282;0.959;0.514
1161;20090307;1.282;0.956;0.514
1162;20090308;1.281;0.956;0.518
1163;20090309;1.281;0.956;0.514
1164;20090310;1.282;0.954;0.513
1165;20090311;1.281;0.953;0.508
1166;20090312;1.276;0.948;0.501
1167;20090313;1.267;0.941;0.492
1168;20090314;1.268;0.943;0.492
1169;20090315;1.268;0.944;0.49
1170;20090316;1.268;0.944;0.491
1171;20090317;1.264;0.939;0.486
1172;20090318;1.266;0.943;0.479
1173;20090319;1.272;0.948;0.472
1174;20090320;1.279;0.953;0.475
1175;20090321;1.276;0.956;0.473
1176;20090322;1.277;0.956;0.469
1177;20090323;1.277;0.956;0.47
1178;20090324;1.282;0.962;0.473
1179;20090325;1.292;0.977;0.468
1180;20090326;1.293;0.982;0.463
1181;20090327;1.3;0.986;0.467
1182;20090328;1.304;0.986;0.465
1183;20090329;1.303;0.986;0.465
1184;20090330;1.304;0.986;0.466
1185;20090331;1.305;0.986;0.467
1186;20090401;1.301;0.982;0.458
1187;20090402;1.301;0.977;0.463
1188;20090403;1.302;0.98;0.463
1189;20090404;1.305;0.982;0.464
1190;20090405;1.304;0.982;0.461
1191;20090406;1.305;0.982;0.465
1192;20090407;1.309;0.982;0.464
1193;20090408;1.311;0.983;0.46
1194;20090409;1.31;0.981;0.462
1195;20090410;1.312;0.981;0.466
1196;20090411;1.312;0.98;0.461
1197;20090412;1.31;0.979;0.466
1198;20090413;1.311;0.98;0.459
1199;20090414;1.311;0.98;0.462
1200;20090415;1.311;0.979;0.46
1201;20090416;1.31;0.979;0.464
1202;20090417;1.315;0.98;0.462
1203;20090418;1.322;0.984;0.463
1204;20090419;1.321;0.985;0.461
1205;20090420;1.322;0.985;0.463
1206;20090421;1.32;0.985;0.46
1207;20090422;1.323;0.981;0.461
1208;20090423;1.322;0.979;0.46
1209;20090424;1.32;0.978;0.463
1210;20090425;1.316;0.972;0.463
1211;20090426;1.315;0.971;0.462
1212;20090427;1.315;0.972;0.461
1213;20090428;1.314;0.965;0.461
1214;20090429;1.312;0.96;0.457
1215;20090430;1.31;0.959;0.461
1216;20090501;1.311;0.96;0.46
1217;20090502;1.311;0.96;0.459
1218;20090503;1.311;0.959;0.462
1219;20090504;1.312;0.96;0.46
1220;20090505;1.32;0.962;0.461
1221;20090506;1.331;0.972;0.454
1222;20090507;1.34;0.981;0.455
1223;20090508;1.354;0.995;0.458
1224;20090509;1.364;0.996;0.459
1225;20090510;1.363;0.996;0.458
1226;20090511;1.366;0.997;0.458
1227;20090512;1.364;0.997;0.46
1228;20090513;1.364;0.997;0.459
1229;20090514;1.365;0.997;0.463
1230;20090515;1.364;0.996;0.458
1231;20090516;1.364;0.992;0.457
1232;20090517;1.364;0.992;0.459
1233;20090518;1.365;0.992;0.458
1234;20090519;1.372;0.99;0.458
1235;20090520;1.385;0.988;0.459
1236;20090521;1.396;0.988;0.462
1237;20090522;1.397;0.988;0.461
1238;20090523;1.39;0.986;0.457
1239;20090524;1.388;0.987;0.458
1240;20090525;1.389;0.988;0.457
1241;20090526;1.385;0.984;0.459
1242;20090527;1.378;0.979;0.462
1243;20090528;1.379;0.979;0.462
1244;20090529;1.382;0.981;0.46
1245;20090530;1.386;0.995;0.455
1246;20090531;1.386;0.995;0.462
1247;20090601;1.387;0.996;0.459
1248;20090602;1.387;0.996;0.46
1249;20090603;1.397;1.008;0.459
1250;20090604;1.405;1.015;0.464
1251;20090605;1.413;1.017;0.462
1252;20090606;1.42;1.024;0.465
1253;20090607;1.42;1.025;0.47
1254;20090608;1.421;1.024;0.471
1255;20090609;1.42;1.026;0.474
1256;20090610;1.42;1.033;0.488
1257;20090611;1.422;1.035;0.489
1258;20090612;1.433;1.044;0.494
1259;20090613;1.442;1.049;0.493
1260;20090614;1.441;1.049;0.494
1261;20090615;1.441;1.049;0.495
1262;20090616;1.443;1.048;0.494
1263;20090617;1.448;1.051;0.498
1264;20090618;1.448;1.051;0.504
1265;20090619;1.443;1.051;0.5
1266;20090620;1.436;1.051;0.501
1267;20090621;1.435;1.05;0.505
1268;20090622;1.435;1.051;0.505
1269;20090623;1.421;1.041;0.504
1270;20090624;1.405;1.037;0.51
1271;20090625;1.401;1.035;0.507
1272;20090626;1.398;1.036;0.507
1273;20090627;1.397;1.036;0.508
1274;20090628;1.397;1.036;0.514
1275;20090629;1.397;1.036;0.509
1276;20090630;1.398;1.037;0.508
1277;20090701;1.4;1.038;0.508
1278;20090702;1.401;1.038;0.506
1279;20090703;1.391;1.029;0.503
1280;20090704;1.382;1.028;0.506
1281;20090705;1.38;1.027;0.5
1282;20090706;1.381;1.027;0.505
1283;20090707;1.373;1.019;0.502
1284;20090708;1.368;1.012;0.502
1285;20090709;1.367;1.01;0.504
1286;20090710;1.363;1.007;0.504
1287;20090711;1.359;1.001;0.504
1288;20090712;1.358;1;0.501
1289;20090713;1.358;0.999;0.504
1290;20090714;1.358;0.998;0.504
1291;20090715;1.354;0.997;0.499
1292;20090716;1.354;0.997;0.5
1293;20090717;1.355;0.996;0.501
1294;20090718;1.356;0.997;0.5
1295;20090719;1.356;0.998;0.498
1296;20090720;1.356;0.999;0.498
1297;20090721;1.363;1.004;0.498
1298;20090722;1.364;1.012;0.492
1299;20090723;1.366;1.013;0.49
1300;20090724;1.377;1.015;0.491
1301;20090725;1.387;1.026;0.49
1302;20090726;1.387;1.026;0.49
1303;20090727;1.389;1.027;0.49
1304;20090728;1.397;1.03;0.493
1305;20090729;1.399;1.033;0.495
1306;20090730;1.399;1.033;0.497
1307;20090731;1.398;1.032;0.498
1308;20090801;1.402;1.031;0.496
1309;20090802;1.402;1.031;0.497
1310;20090803;1.403;1.031;0.499
1311;20090804;1.418;1.04;0.498
1312;20090805;1.426;1.043;0.499
1313;20090806;1.427;1.046;0.506
1314;20090807;1.429;1.05;0.513
1315;20090808;1.431;1.055;0.518
1316;20090809;1.43;1.055;0.516
1317;20090810;1.431;1.055;0.518
1318;20090811;1.435;1.056;0.52
1319;20090812;1.445;1.06;0.519
1320;20090813;1.446;1.062;0.519
1321;20090814;1.446;1.062;0.523
1322;20090815;1.435;1.06;0.523
1323;20090816;1.434;1.06;0.527
1324;20090817;1.434;1.06;0.522
1325;20090818;1.422;1.049;0.525
1326;20090819;1.419;1.046;0.526
1327;20090820;1.418;1.047;0.528
1328;20090821;1.419;1.048;0.525
1329;20090822;1.416;1.049;0.524
1330;20090823;1.415;1.049;0.525
1331;20090824;1.416;1.049;0.526
1332;20090825;1.415;1.05;0.524
1333;20090826;1.415;1.054;0.526
1334;20090827;1.414;1.051;0.526
1335;20090828;1.409;1.049;0.528
1336;20090829;1.41;1.047;0.526
1337;20090830;1.409;1.048;0.524
1338;20090831;1.411;1.049;0.525
1339;20090901;1.409;1.048;0.523
1340;20090902;1.402;1.042;0.526
1341;20090903;1.399;1.036;0.527
1342;20090904;1.398;1.031;0.529
1343;20090905;1.394;1.025;0.529
1344;20090906;1.393;1.025;0.528
1345;20090907;1.394;1.026;0.531
1346;20090908;1.388;1.025;0.532
1347;20090909;1.383;1.026;0.532
1348;20090910;1.384;1.027;0.534
1349;20090911;1.383;1.026;0.535
1350;20090912;1.38;1.024;0.532
1351;20090913;1.38;1.022;0.531
1352;20090914;1.38;1.024;0.534
1353;20090915;1.375;1.019;0.535
1354;20090916;1.372;1.018;0.531
1355;20090917;1.37;1.017;0.532
1356;20090918;1.376;1.021;0.533
1357;20090919;1.381;1.025;0.531
1358;20090920;1.38;1.025;0.537
1359;20090921;1.381;1.025;0.531
1360;20090922;1.378;1.023;0.53
1361;20090923;1.376;1.022;0.525
1362;20090924;1.375;1.022;0.527
1363;20090925;1.366;1.017;0.526
1364;20090926;1.354;1.008;0.529
1365;20090927;1.354;1.008;0.524
1366;20090928;1.353;1.007;0.528
1367;20090929;1.347;1.004;0.527
1368;20090930;1.344;1.004;0.529
1369;20091001;1.341;1.004;0.524
1370;20091002;1.351;1.016;0.528
1371;20091003;1.354;1.019;0.523
1372;20091004;1.354;1.02;0.529
1373;20091005;1.354;1.02;0.527
1374;20091006;1.357;1.017;0.526
1375;20091007;1.36;1.02;0.527
1376;20091008;1.363;1.024;0.526
1377;20091009;1.362;1.022;0.529
1378;20091010;1.364;1.024;0.527
1379;20091011;1.363;1.025;0.522
1380;20091012;1.364;1.025;0.529
1381;20091013;1.366;1.033;0.53
1382;20091014;1.366;1.037;0.526
1383;20091015;1.374;1.043;0.526
1384;20091016;1.377;1.044;0.53
1385;20091017;1.387;1.053;0.528
1386;20091018;1.387;1.054;0.532
1387;20091019;1.387;1.054;0.533
1388;20091020;1.393;1.055;0.531
1389;20091021;1.397;1.055;0.536
1390;20091022;1.397;1.056;0.533
1391;20091023;1.405;1.064;0.536
1392;20091024;1.405;1.064;0.539
1393;20091025;1.405;1.065;0.538
1394;20091026;1.406;1.065;0.539
1395;20091027;1.406;1.065;0.543
1396;20091028;1.406;1.065;0.542
1397;20091029;1.41;1.067;0.542
1398;20091030;1.41;1.068;0.548
1399;20091031;1.415;1.067;0.549
1400;20091101;1.414;1.067;0.544
1401;20091102;1.415;1.068;0.548
1402;20091103;1.416;1.066;0.548
1403;20091104;1.416;1.067;0.549
1404;20091105;1.415;1.07;0.551
1405;20091106;1.416;1.07;0.554
1406;20091107;1.413;1.064;0.555
1407;20091108;1.414;1.064;0.555
1408;20091109;1.414;1.065;0.554
1409;20091110;1.411;1.062;0.561
1410;20091111;1.41;1.062;0.557
1411;20091112;1.408;1.062;0.557
1412;20091113;1.408;1.059;0.558
1413;20091114;1.405;1.054;0.56
1414;20091115;1.403;1.053;0.556
1415;20091116;1.405;1.055;0.56
1416;20091117;1.403;1.054;0.559
1417;20091118;1.406;1.056;0.559
1418;20091119;1.412;1.056;0.561
1419;20091120;1.409;1.056;0.563
1420;20091121;1.407;1.055;0.562
1421;20091122;1.406;1.055;0.566
1422;20091123;1.408;1.056;0.565
1423;20091124;1.408;1.056;0.565
1424;20091125;1.408;1.057;0.566
1425;20091126;1.407;1.053;0.567
1426;20091127;1.406;1.05;0.564
1427;20091128;1.402;1.046;0.566
1428;20091129;1.401;1.046;0.562
1429;20091130;1.401;1.047;0.563
1430;20091201;1.399;1.047;0.563
1431;20091202;1.402;1.052;0.565
1432;20091203;1.406;1.055;0.563
1433;20091204;1.405;1.056;0.559
1434;20091205;1.406;1.056;0.563
1435;20091206;1.406;1.055;0.562
1436;20091207;1.407;1.057;0.565
1437;20091208;1.406;1.058;0.561
1438;20091209;1.405;1.056;0.566
1439;20091210;1.402;1.056;0.566
1440;20091211;1.399;1.054;0.567
1441;20091212;1.392;1.048;0.569
1442;20091213;1.39;1.047;0.563
1443;20091214;1.391;1.048;0.567
1444;20091215;1.386;1.045;0.567
1445;20091216;1.384;1.044;0.568
1446;20091217;1.384;1.044;0.568
1447;20091218;1.386;1.047;0.568
1448;20091219;1.387;1.052;0.566
1449;20091220;1.386;1.052;0.573
1450;20091221;1.387;1.053;0.571
1451;20091222;1.392;1.059;0.567
1452;20091223;1.392;1.059;0.569
1453;20091224;1.397;1.061;0.568
1454;20091225;1.4;1.064;0.576
1455;20091226;1.399;1.064;0.572
